Node	Beg	End
2821	2142878	2143304
2821	2162735	2163185
2821	2170869	2171693
2821	2210756	2211461
2821	2212266	2212589
2821	2213849	2215618
2821	2222906	2223677
2821	2224442	2224613
2821	2225639	2226109
2821	2227158	2227685
2821	2229332	2229750
2821	2231704	2231978
2821	2250738	2250899
2821	2269445	2271202
2821	2272643	2272977
2821	2274023	2274181
2821	2277495	2278708
2821	2280266	2280689
2821	2297981	2298180
2821	2304048	2304170
2821	2305463	2306309
2821	2315100	2315519
2821	2325962	2326652
2821	2328923	2329384
2821	2330027	2330870
2821	2332805	2333345
2821	2350355	2350565
2821	2369537	2370113
2821	2371226	2371529
2821	2380875	2381149
2821	2417660	2418065
2821	2423156	2423327
2821	2436045	2436320
2821	2438414	2439389
2821	2440433	2440959
2821	2448002	2449235
2821	2461237	2461679
2821	2462514	2463419
2821	2492343	2493216
2821	2496528	2497638
2821	2504139	2504817
2821	2513528	2514261
2821	2528589	2528659
2821	2548416	2548671
2821	2562348	2563734
2821	2568291	2568633
2821	2571327	2571399
2821	2574086	2574804
2821	2576142	2576673
2821	2593660	2593957
2821	2594372	2595032
2821	2604850	2604869
2821	2608660	2608867
2821	2609197	2609962
2821	2623012	2623078
2821	2624620	2625292
2821	2636701	2637019
2821	2647066	2647417
2821	2648644	2650576
2821	2650999	2652005
2821	2671186	2671363
2821	2679752	2681428
2821	2727256	2727283
2821	2730646	2730715
2821	2736700	2737201
2821	2738653	2738797
2821	2739265	2741664
2821	2746483	2746903
2821	2748521	2748988
2821	2751277	2751304
2821	2781031	2785328
2821	2790610	2791460
2821	2795641	2795741
2821	2804171	2804995
2821	2806328	2806681
2821	2819168	2819915
2821	2822631	2826660
2821	2826989	2827053
2821	2831510	2832269
2821	2833466	2834423
2821	2837906	2838200
2821	2838657	2838944
2821	2843846	2844077
2821	2861687	2861909
2821	2864387	2864523
2821	2873133	2874056
2821	2874608	2875496
2821	2883422	2883620
2821	2886206	2886414
2821	2888873	2890214
2821	2893601	2896568
2821	2897069	2898197
2821	2899322	2899724
2821	2900414	2900518
2821	2901969	2902508
2821	2906855	2907863
2821	2918375	2918546
2821	2918966	2919612
2821	2920667	2921165
2821	2975612	2975894
2821	2976176	2977433
2821	2983007	2983179
2821	3006399	3007166
2821	3011453	3011926
2821	3016172	3016967
2821	3023217	3025271
2821	3027962	3029162
2821	3030755	3031130
2821	3035522	3035774
2821	3040142	3040226
2821	3040622	3040871
2821	3042116	3047969
2821	3077837	3078240
2821	3079946	3080624
2821	3086822	3087743
2821	3089315	3090362
2821	3097103	3097302
2821	3098927	3099103
2821	3115811	3115864
2821	3121607	3121829
2821	3131009	3131096
2821	3141529	3141722
2821	3157307	3157422
2821	3160230	3160505
2821	3172469	3172841
2821	3183377	3183602
2821	3185198	3185594
2821	3204665	3205013
2821	3212174	3212732
2821	3213641	3213749
2821	3216875	3217625
2821	3218894	3219211
2821	3223166	3224867
2821	3226898	3227738
2821	3228330	3228627
2821	3235118	3235151
2821	3242882	3243071
2821	3250106	3250182
2821	3252479	3253463
2821	3260802	3261809
2821	3264320	3264653
2821	3268505	3269030
2821	3272549	3272832
2821	3282376	3283286
2821	3289400	3290237
2821	3302549	3303254
2821	3304811	3305057
2821	3306470	3307355
2821	3310078	3310292
2821	3313277	3313664
2821	3324146	3325188
2821	3325585	3327170
2821	3328154	3328697
2821	3333395	3334205
2821	3336311	3336585
2821	3338378	3338729
2821	3339842	3340175
2821	3343271	3344149
2821	3347717	3348294
2821	3350595	3351449
2821	3354572	3354845
2821	3358475	3358981
2821	3362771	3362948
2821	3364829	3364970
2821	3366947	3367787
2821	3368360	3370507
2821	3372341	3373007
2821	3373874	3373985
2821	3375030	3375233
2821	3383720	3384302
2821	3385061	3385979
2821	3391968	3393137
2821	3405440	3405650
2821	3411414	3412196
2821	3413702	3413786
2821	3416510	3417491
2821	3421367	3421460
2821	3424104	3425292
2821	3427870	3428530
2821	3429796	3431413
2821	3436238	3436455
2821	3443346	3444117
2821	3444981	3446162
2821	3446766	3446790
2821	3451107	3451455
2821	3453306	3453537
2821	3456519	3456669
2821	3458918	3459591
2821	3460512	3460521
2821	3462828	3463035
2821	3471114	3471420
2821	3471738	3471927
2821	3474684	3474858
2821	3481410	3481512
2821	3495408	3495804
2821	3502022	3502692
2821	3508770	3509271
2821	3509715	3510744
2821	3518222	3518347
2821	3520821	3521770
2821	3522690	3523749
2821	3524584	3524904
2821	3525308	3526129
2821	3533952	3534474
2821	3535425	3535650
2821	3536217	3536328
2821	3536991	3537426
2821	3538785	3539973
2821	3540808	3541176
2821	3550333	3551280
2821	3553522	3553912
2821	3555448	3555712
2821	3559238	3559449
2821	3559912	3560503
2821	3562667	3562959
2821	3565102	3565681
2821	3568429	3568596
2821	3571356	3572082
2821	3573171	3573302
2821	3573982	3574990
2821	3576205	3577217
2821	3578479	3578833
2821	3582553	3583156
2821	3588184	3589267
2821	3593620	3594592
2821	3595030	3595396
2821	3596378	3599953
2821	3602855	3603163
2821	3604076	3604666
2821	3616294	3616753
2821	3617338	3617509
2821	3618437	3618850
2821	3624361	3624583
2821	3625813	3626344
2821	3627548	3628264
2821	3638338	3638782
2821	3642724	3643006
2821	3645223	3646096
2821	3646982	3648943
2821	3649528	3649795
2821	3650980	3651850
2821	3657754	3659030
2821	3660169	3660658
2821	3661036	3662607
2821	3664385	3664405
2821	3665684	3666475
2821	3668786	3669547
2821	3676558	3677926
2821	3681064	3681397
2821	3683032	3683353
2821	3684193	3684352
2821	3685384	3685996
2821	3688133	3688939
2821	3696679	3696946
2821	3699788	3700252
2821	3702556	3702919
2821	3706454	3706672
2821	3707317	3708208
2821	3708910	3708973
2821	3719644	3720187
2821	3727795	3728230
2821	3729277	3730305
2821	3735187	3735662
2821	3737773	3738169
2821	3739036	3739303
2821	3753061	3753934
2821	3762013	3762763
2821	3767435	3767596
2821	3774208	3775422
2821	3778765	3781462
2821	3784594	3784777
2821	3785704	3786055
2821	3798403	3798445
2821	3799099	3799402
2821	3800611	3800951
2821	3808948	3809830
2821	3810991	3811378
2821	3813343	3813456
2821	3836641	3836692
2821	3837181	3838202
2821	3842660	3843427
2821	3844102	3844228
2821	3848602	3848883
2821	3851320	3851752
2821	3854038	3854104
2821	3855283	3855685
2821	3857032	3857569
2821	3860023	3860578
2821	3862576	3863422
2821	3866137	3867737
2821	3874850	3875409
2821	3901004	3901231
2821	3906062	3906549
2821	3910004	3910412
2821	3916412	3916464
2821	3917228	3918119
2821	3924734	3925070
2821	3933668	3933848
2821	3959688	3959772
2821	3960652	3960764
2821	3963230	3963533
2821	3964040	3964286
2821	3966806	3967445
2821	3987218	3987476
2821	3989633	3989900
2821	3993223	3993857
2821	3995621	3995726
2821	3997694	3997784
2821	3999386	3999416
2821	4002218	4003088
2821	4018463	4019055
2821	4022402	4023480
2821	4025066	4025397
2821	4028198	4028610
2821	4029200	4029305
2821	4037085	4037870
2821	4039532	4039718
2821	4042521	4042941
2821	4043753	4044821
2821	4045424	4045604
2821	4058997	4059434
2821	4062101	4063686
2821	4079483	4082153
2821	4084076	4084206
2821	4085324	4085567
2821	4087772	4088171
2821	4088826	4088881
2821	4094678	4094936
2821	4111229	4112083
2821	4113827	4114145
2821	4114997	4115723
2821	4127576	4127863
2821	4140399	4140468
2821	4141698	4141811
2821	4154574	4154736
2821	4170231	4170585
3100	19843	19986
3100	218360	218870
3100	265220	265562
3100	286545	287438
3100	353880	354163
3100	396823	396967
3100	397276	397567
3100	413845	413875
3100	531103	531196
3100	541531	541723
3100	552184	552283
3100	553957	554384
3100	610783	610897
3100	622810	622873
3100	624786	625193
3100	635210	635302
3100	692701	692823
3100	703541	703654
3100	809941	810127
3100	828182	828221
3100	844966	845041
3100	859243	859651
3100	860872	860980
3100	897679	898519
3100	976517	976616
3100	979392	979752
3100	1059932	1059953
3100	1102592	1103022
3100	1201139	1201538
3100	1209659	1210109
3100	1304543	1304717
3100	1332429	1332510
3100	1339388	1340064
3100	1358364	1358520
3100	1417870	1419127
3100	1538435	1538618
3100	1565811	1565976
3100	1574025	1574361
3100	1607366	1608317
3100	1612261	1612408
3100	1618117	1618447
3100	1620430	1620643
3100	1665730	1666013
3100	1670020	1670107
3100	1682587	1683022
3100	1743393	1743556
3100	1762478	1762555
3100	1809097	1809242
3100	2019615	2020874
3100	2063770	2064019
3100	2068315	2068345
3100	2075411	2075688
3100	2142320	2143256
3100	2145002	2145132
3100	2222903	2223031
3100	2232737	2233193
3100	2235449	2235521
3100	2268816	2268944
3100	2278351	2278731
3100	2295471	2295542
3100	2303990	2304143
3100	2323071	2323364
3100	2328938	2329094
3100	2394234	2394501
3100	2414210	2414361
3100	2421010	2421327
3100	2483215	2483619
3100	2484664	2485323
3100	2528823	2529567
3100	2553114	2553153
3100	2580897	2581104
3100	2592573	2592811
3100	2623819	2623858
3100	2636882	2637055
3100	2650453	2650612
3100	2726965	2727202
3100	2766064	2766490
3100	2781922	2782081
3100	2791189	2791500
3100	2804207	2804459
3100	2833955	2833985
3100	2861981	2862206
3100	2874620	2874725
3100	2890115	2890163
3100	2890904	2890961
3100	2894270	2894387
3100	2898869	2898963
3100	2916301	2916492
3100	2980286	2980391
3100	3036939	3037394
3100	3042917	3044024
3100	3077019	3077096
3100	3109016	3109070
3100	3109818	3111038
3100	3185888	3186161
3100	3426265	3427460
3100	3448968	3449238
3100	3471429	3471552
3100	3517815	3517896
3100	3522609	3522801
3100	3528693	3528862
3100	3539404	3539565
3100	3540885	3540900
3100	3548034	3548418
3100	3550368	3550554
3100	3555463	3556051
3100	3568455	3568656
3100	3589909	3590089
3100	3599140	3599243
3100	3617302	3617407
3100	3619309	3619429
3100	3624319	3624547
3100	3658144	3658552
3100	3659953	3660722
3100	3751474	3751690
3100	3751996	3752095
3100	3752926	3753475
3100	3762385	3762502
3100	3763138	3763231
3100	3797617	3797695
3100	3849283	3851749
3100	3854605	3854731
3100	3855091	3855205
3100	3862786	3863105
3100	3889313	3889446
3100	3890168	3890225
3100	3937691	3938001
3100	3983394	3983459
3100	4003526	4003589
3100	4023311	4023350
3100	4026315	4026339
3100	4028492	4028519
3100	4079930	4080116
3103	19858	19989
3103	150590	150690
3103	178498	178672
3103	180310	180585
3103	218639	218939
3103	286178	287498
3103	332453	332563
3103	396775	397045
3103	397342	397681
3103	487429	488296
3103	567545	567628
3103	614561	614787
3103	622588	622883
3103	624818	625156
3103	659815	659843
3103	676750	676993
3103	678224	679026
3103	691906	692107
3103	708983	709175
3103	715861	716287
3103	737534	737635
3103	774307	774433
3103	790239	790354
3103	815740	816643
3103	817468	818713
3103	846238	846529
3103	859321	859600
3103	860737	860995
3103	897208	897547
3103	898921	898945
3103	917032	917107
3103	972836	973013
3103	976463	977384
3103	983561	983636
3103	1053629	1053731
3103	1055969	1056000
3103	1056413	1056557
3103	1059204	1059824
3103	1078109	1078142
3103	1182164	1182968
3103	1185197	1185596
3103	1203611	1203698
3103	1209695	1210268
3103	1224956	1225355
3103	1245761	1245851
3103	1278059	1278221
3103	1297844	1297872
3103	1338963	1339767
3103	1355835	1355949
3103	1397073	1397104
3103	1416586	1416886
3103	1439806	1440070
3103	1458577	1458586
3103	1517767	1518400
3103	1523306	1523578
3103	1566270	1566650
3103	1614263	1614691
3103	1653208	1653847
3103	1737092	1737506
3103	1742629	1742792
3103	1762270	1763263
3103	1778134	1778485
3103	1804463	1804806
3103	1868698	1869193
3103	2019538	2019842
3103	2020138	2020441
3103	2069473	2069656
3103	2118598	2118670
3103	2142737	2143139
3103	2144317	2144696
3103	2152130	2152322
3103	2189066	2189129
3103	2222859	2222969
3103	2224601	2224649
3103	2226003	2226081
3103	2250761	2251464
3103	2294669	2294891
3103	2326307	2326403
3103	2329143	2329232
3103	2329643	2329772
3103	2332934	2333396
3103	2372369	2372390
3103	2388199	2388261
3103	2398242	2398317
3103	2404830	2404922
3103	2417504	2418050
3103	2441777	2442002
3103	2482866	2482940
3103	2526912	2527161
3103	2528589	2529552
3103	2553096	2553192
3103	2624623	2624840
3103	2628986	2629513
3103	2670874	2671363
3103	2726173	2726629
3103	2727256	2728300
3103	2737615	2737717
3103	2740207	2740588
3103	2741560	2741663
3103	2747260	2747387
3103	2748706	2749237
3103	2766575	2766625
3103	2791220	2791396
3103	2891552	2892158
3103	2892881	2893262
3103	2893601	2896625
3103	2897408	2897793
3103	2972502	2973041
3103	3034178	3034684
3103	3035451	3035726
3103	3040070	3040096
3103	3042275	3042399
3103	3109427	3111152
3103	3279686	3279908
3103	3280325	3280394
3103	3316199	3316451
3103	3385625	3385832
3103	3411681	3411751
3103	3425763	3425899
3103	3426702	3427797
3103	3449268	3449811
3103	3459486	3459651
3103	3499962	3500214
3103	3503613	3503687
3103	3536934	3537081
3103	3541761	3541773
3103	3549705	3550057
3103	3552082	3552364
3103	3554231	3554966
3103	3555448	3556230
3103	3558799	3558891
3103	3582628	3582976
3103	3589673	3590083
3103	3595366	3595726
3103	3599252	3599332
3103	3657745	3657868
3103	3660046	3660680
3103	3751931	3751966
3103	3754291	3754402
3103	3774343	3774442
3103	3783967	3783982
3103	3812383	3812410
3103	3850306	3850709
3103	3851134	3852436
3103	3854620	3854773
3103	3862924	3863431
3103	3889070	3890339
3103	3901293	3901442
3103	3910792	3910901
3103	3923843	3923966
3103	3938822	3939120
3103	3968852	3968948
3103	3969998	3970193
3103	4002608	4002866
3103	4022564	4022720
3103	4029410	4029727
3103	4080551	4081211
3098	19848	19964
3098	73602	74050
3098	78342	78498
3098	136853	137003
3098	170395	170882
3098	171964	172378
3098	177461	177679
3098	179437	179602
3098	271413	271589
3098	285653	285684
3098	297081	297330
3098	310877	312665
3098	315989	316487
3098	330383	330548
3098	332462	332559
3098	339681	340368
3098	355284	355389
3098	392528	393775
3098	431098	431431
3098	439012	439054
3098	447670	449650
3098	479404	479605
3098	507100	507139
3098	517237	517381
3098	517828	517936
3098	523243	523548
3098	531280	531361
3098	532966	534163
3098	534619	534655
3098	542410	542503
3098	582670	582847
3098	583792	584047
3098	598112	598498
3098	610919	611017
3098	620464	620977
3098	622897	622999
3098	624718	625534
3098	630938	630985
3098	635098	635368
3098	639943	641305
3098	660944	661196
3098	663305	663406
3098	674962	675257
3098	691411	691509
3098	692665	692868
3098	699916	700513
3098	702250	703501
3098	707840	708112
3098	708970	709798
3098	746911	747109
3098	780356	780904
3098	809881	810036
3098	812785	813109
3098	830047	830119
3098	831766	831868
3098	858349	858586
3098	859511	859651
3098	861706	861736
3098	875605	875745
3098	899678	900004
3098	912064	912097
3098	916753	917324
3098	917704	917821
3098	936283	937180
3098	943144	943342
3098	949974	950030
3098	972188	972893
3098	976706	977297
3098	979170	979437
3098	982958	983060
3098	988517	988591
3098	1013094	1013577
3098	1014194	1014422
3098	1022756	1022852
3098	1045239	1045619
3098	1048322	1048544
3098	1062413	1062612
3098	1098581	1098872
3098	1124267	1124306
3098	1141706	1142772
3098	1159142	1159352
3098	1178595	1178708
3098	1193895	1194362
3098	1204325	1205126
3098	1210409	1211090
3098	1212239	1212699
3098	1212977	1213129
3098	1217120	1217816
3098	1253519	1253696
3098	1255299	1255370
3098	1259135	1259877
3098	1278449	1278662
3098	1298888	1299738
3098	1332490	1332717
3098	1339215	1339560
3098	1360770	1360839
3098	1371994	1372071
3098	1372728	1372869
3098	1401957	1402107
3098	1407475	1407495
3098	1413006	1413348
3098	1418123	1418515
3098	1438297	1439144
3098	1474253	1474669
3098	1536667	1536915
3098	1585368	1585707
3098	1610527	1610668
3098	1619170	1619284
3098	1652713	1652830
3098	1731616	1731832
3098	1737163	1737493
3098	1752544	1752610
3098	1753604	1753702
3098	1767931	1768144
3098	1775410	1777750
3098	1785982	1786225
3098	1810540	1811333
3098	1819185	1819324
3098	1870220	1870354
3098	1951163	1951381
3098	1953604	1953832
3098	1957672	1958407
3098	1986067	1986537
3098	2001784	2001800
3098	2020112	2020285
3098	2025139	2025280
3098	2026273	2026436
3098	2062054	2062330
3098	2066371	2066521
3098	2150132	2150186
3098	2170001	2170196
3098	2170689	2171375
3098	2202831	2203119
3098	2215368	2215607
3098	2224098	2224325
3098	2225345	2226084
3098	2227379	2227746
3098	2233013	2233223
3098	2257496	2258303
3098	2259983	2260192
3098	2277599	2277913
3098	2296065	2296124
3098	2297720	2298257
3098	2315292	2315378
3098	2350548	2350667
3098	2370673	2370705
3098	2374682	2374841
3098	2388032	2388137
3098	2404253	2405108
3098	2421158	2421479
3098	2429005	2429336
3098	2431214	2431250
3098	2436224	2436641
3098	2438425	2438435
3098	2440508	2440766
3098	2442193	2443505
3098	2445115	2445143
3098	2448096	2448560
3098	2468707	2468940
3098	2485080	2485316
3098	2491259	2491360
3098	2505021	2505327
3098	2507386	2508306
3098	2523825	2524035
3098	2528910	2529244
3098	2543562	2543693
3098	2553033	2553306
3098	2571562	2571942
3098	2618092	2618162
3098	2624992	2625310
3098	2629093	2629449
3098	2635981	2636351
3098	2637114	2637262
3098	2649154	2649400
3098	2650960	2651617
3098	2654372	2654431
3098	2681200	2681296
3098	2726221	2726376
3098	2726983	2727202
3098	2729744	2729836
3098	2761214	2761235
3098	2773297	2773342
3098	2775301	2775387
3098	2791029	2791395
3098	2821457	2821651
3098	2894126	2894390
3098	2987876	2988446
3098	3028772	3028835
3098	3037109	3037295
3098	3077771	3078041
3098	3113567	3114060
3098	3115508	3115995
3098	3158507	3158704
3098	3159453	3159691
3098	3176418	3176721
3098	3179246	3179588
3098	3182696	3182891
3098	3185315	3185459
3098	3185940	3186035
3098	3191354	3191960
3098	3207228	3207437
3098	3249501	3250028
3098	3290201	3290291
3098	3300387	3300630
3098	3320381	3321377
3098	3324302	3324603
3098	3339971	3340262
3098	3343040	3344132
3098	3346424	3346502
3098	3347289	3348488
3098	3362867	3363170
3098	3385220	3385493
3098	3421458	3421709
3098	3425099	3425379
3098	3426619	3426936
3098	3427922	3428505
3098	3429460	3431226
3098	3432000	3432336
3098	3443319	3443940
3098	3444420	3445905
3098	3449586	3449679
3098	3467752	3468183
3098	3476022	3476307
3098	3493166	3493428
3098	3499596	3500028
3098	3508722	3510519
3098	3517906	3517947
3098	3523032	3523068
3098	3537018	3537252
3098	3539646	3539775
3098	3542133	3542172
3098	3555481	3556171
3098	3567644	3567839
3098	3570661	3571091
3098	3574093	3574246
3098	3576226	3577147
3098	3578449	3578722
3098	3580360	3580465
3098	3598231	3598474
3098	3618805	3618958
3098	3623884	3623974
3098	3627175	3627511
3098	3627800	3628357
3098	3643795	3644179
3098	3645079	3645667
3098	3649405	3649735
3098	3655645	3655870
3098	3658420	3658987
3098	3659944	3660734
3098	3662613	3663898
3098	3664558	3664903
3098	3680596	3681421
3098	3685390	3685567
3098	3687574	3687607
3098	3693679	3693760
3098	3698149	3698299
3098	3701014	3701536
3098	3704194	3704609
3098	3707911	3708133
3098	3709163	3709849
3098	3716695	3717319
3098	3723217	3723427
3098	3724972	3725134
3098	3727576	3727699
3098	3742639	3743416
3098	3746032	3746182
3098	3755038	3755371
3098	3764686	3764857
3098	3775276	3775510
3098	3779590	3779821
3098	3808051	3808089
3098	3811171	3811906
3098	3812488	3812896
3098	3831055	3831097
3098	3831502	3831607
3098	3832465	3832615
3098	3839881	3839920
3098	3850231	3850669
3098	3853138	3853951
3098	3856528	3856963
3098	3866974	3867079
3098	3885632	3885704
3098	3890360	3890727
3098	3891626	3891755
3098	3893960	3894002
3098	3908300	3909302
3098	3910085	3910199
3098	3916109	3916274
3098	3933053	3933176
3098	3934273	3935459
3098	3937640	3937985
3098	3965600	3965810
3098	3972401	3972794
3098	4022540	4023002
3098	4023275	4023440
3098	4026050	4026336
3098	4027751	4028819
3098	4083314	4083446
3098	4086756	4088675
3098	4152039	4152132
1111	4154535	4154703
NODE_12	25953	26133
NODE_12	41403	41766
NODE_12	73098	74082
NODE_12	177199	177975
NODE_12	240623	240761
NODE_12	271796	272279
NODE_12	285677	285755
NODE_12	286253	286514
NODE_12	290813	290858
NODE_12	312353	312578
NODE_12	316450	316568
NODE_12	330368	330659
NODE_12	332594	332867
NODE_12	338376	339291
NODE_12	344889	345126
NODE_12	347299	347826
NODE_12	393332	393754
NODE_12	397841	398170
NODE_12	409237	409483
NODE_12	413896	414134
NODE_12	438718	438832
NODE_12	447880	449752
NODE_12	481033	481358
NODE_12	486058	486334
NODE_12	512992	513208
NODE_12	517486	517663
NODE_12	521236	521347
NODE_12	528397	528694
NODE_12	532729	533321
NODE_12	541187	541444
NODE_12	552439	552634
NODE_12	555787	556486
NODE_12	558764	559024
NODE_12	579316	579467
NODE_12	597700	600323
NODE_12	610973	611074
NODE_12	617686	617698
NODE_12	620476	620961
NODE_12	624145	624241
NODE_12	631085	631627
NODE_12	635356	635572
NODE_12	640462	641767
NODE_12	644545	644854
NODE_12	657151	657377
NODE_12	662893	663388
NODE_12	671881	672751
NODE_12	675046	675784
NODE_12	686299	686716
NODE_12	699463	699913
NODE_12	703069	703444
NODE_12	708076	708691
NODE_12	710467	711349
NODE_12	741787	741953
NODE_12	780370	781109
NODE_12	789757	789979
NODE_12	796156	796249
NODE_12	801430	801694
NODE_12	810178	810496
NODE_12	813490	813613
NODE_12	831526	831922
NODE_12	839348	839758
NODE_12	848938	849025
NODE_12	892858	892933
NODE_12	896542	897160
NODE_12	903841	904000
NODE_12	917785	918169
NODE_12	936277	937162
NODE_12	942986	943774
NODE_12	951158	951212
NODE_12	976160	976463
NODE_12	983240	983464
NODE_12	1012653	1012970
NODE_12	1014140	1014435
NODE_12	1017650	1017738
NODE_12	1018289	1018350
NODE_12	1019613	1019930
NODE_12	1024028	1024223
NODE_12	1045600	1045802
NODE_12	1048091	1048449
NODE_12	1055876	1055954
NODE_12	1063966	1064303
NODE_12	1084757	1084971
NODE_12	1098569	1098716
NODE_12	1141592	1143200
NODE_12	1146362	1146572
NODE_12	1159186	1159325
NODE_12	1202861	1206008
NODE_12	1210164	1211048
NODE_12	1212248	1213653
NODE_12	1216966	1217334
NODE_12	1224722	1224959
NODE_12	1253314	1254035
NODE_12	1254791	1255325
NODE_12	1259118	1259213
NODE_12	1272141	1272216
NODE_12	1291868	1291979
NODE_12	1298930	1299713
NODE_12	1307093	1307531
NODE_12	1315169	1315463
NODE_12	1316877	1317039
